Slope,rep,Topo,Aspect,current.year,start.year,cage,caged,severity,bank,germination,earlydeath,reproductive,percent,previous,totalseeds,avgseeds,proportionseeded,sdays,daysseeding,finalseedbank,ph,ec,som,nitrogen,carbon,decrain,janrain,febrain,marchrain,aprilrain,mayrain,totalrain,decsolar,avgdecsolar,jansolar,avgjansolar,febsolar,avgfebsolar,marchsolar,avgmarchsolar,aprilsolar,avgaprilsolar,maysolar,avgmaysolar,totalsolar
ridge,1,No.aspect Ridge,no.aspect,3,1,small,Caged,Mild,129,1,0,1,0.775193798,yes,233,233,100,40,64,361,6.2,30.65,3.104,0,0.69382165,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,2,No.aspect Ridge,no.aspect,3,1,none,No Cage,No Herbivory,36,0,0,0,0,no,0,0,,,,36,6.29,38.45,3.87,0,0.9661617,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,2,No.aspect Ridge,no.aspect,3,1,big,Caged,No Herbivory,40,0,0,0,0,no,0,0,,,,40,5.48,51.1,6.8,0.079254195,1.03387125,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,2,No.aspect Ridge,no.aspect,3,1,small,Caged,No Herbivory,34,0,0,0,0,yes,0,0,,,,34,6.625,40.05,0.575,0.033405905,0.4886722,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,3,No.aspect Ridge,no.aspect,3,1,none,No Cage,No Herbivory,34,0,0,0,0,no,0,0,,,,34,6.195,31.45,4.705,0.087311655,0.77844155,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,3,No.aspect Ridge,no.aspect,3,1,big,Caged,No Herbivory,37,0,0,0,0,no,0,0,,,,37,6.24,40.15,3.43,0,0.7859843,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,3,No.aspect Ridge,no.aspect,3,1,small,Caged,No Herbivory,38,0,0,0,0,no,0,0,,,,38,6.46,26.65,4.325,0.056994475,0.7098949,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,1,South Steep,south,3,1,none,No Cage,No Herbivory,34,0,0,0,0,no,0,0,,,,34,6.67,17.9,0.9735,0.029109955,0.29065965,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,1,South Steep,south,3,1,big,Caged,No Herbivory,33,0,0,0,0,yes,0,0,,,,33,6.61,6.35,1.9245,0.025188235,0.12230563,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,1,South Steep,south,3,1,small,Caged,No Herbivory,25,0,0,0,0,no,0,0,,,,25,6.345,11.7,2.396,0.026917945,0.26728505,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,2,South Steep,south,3,1,none,No Cage,No Herbivory,28,0,0,0,0,no,0,0,,,,28,6.745,13.5,1.356,0.019222375,0,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,2,South Steep,south,3,1,big,Caged,No Herbivory,38,0,0,0,0,no,0,0,,,,38,6.49,29.65,2.068,0.028855335,0.20495255,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,2,South Steep,south,3,1,small,Caged,No Herbivory,35,0,0,0,0,no,0,0,,,,35,6.64,18.25,1.107,0.047090505,0.31778755,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,3,South Steep,south,3,1,none,No Cage,No Herbivory,34,0,0,0,0,no,0,0,,,,34,6.02,34.5,1.589,0.01708491,0.29584435,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,3,South Steep,south,3,1,big,Caged,Severe,85,2,2,0,2.352941176,yes,0,0,0,,,83,5.74,31.4,1.818,0.03967767,0.6011692,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,3,South Steep,south,3,1,small,Caged,No Herbivory,33,0,0,0,0,no,0,0,,,,33,6.935,17.75,2.37,0.05470376,0.9791892,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,1,No.aspect Swale,no.aspect,3,1,none,No Cage,No Herbivory,39,0,0,0,0,no,0,0,,,,39,6.29,23.75,2.4342,0.02079592,1.0641207,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,1,No.aspect Swale,no.aspect,3,1,big,Caged,No Herbivory,32,0,0,0,0,no,0,0,,,,32,5.015,46.25,2.892,0,0.9144148,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,1,No.aspect Swale,no.aspect,3,1,small,Caged,No Herbivory,35,0,0,0,0,no,0,0,,,,35,5.72,33.45,4.50555,0.07135144,2.644816,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,2,No.aspect Swale,no.aspect,3,1,none,No Cage,No Herbivory,36,0,0,0,0,no,0,0,,,,36,5.835,26.9,1.02,0.025871695,0.47099525,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,2,No.aspect Swale,no.aspect,3,1,big,Caged,No Herbivory,34,1,1,0,2.941176471,yes,0,0,0,,,33,6.465,23.7,1.915,0.04445328,0.3876331,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,2,No.aspect Swale,no.aspect,3,1,small,Caged,No Herbivory,34,0,0,0,0,no,0,0,,,,34,6.075,39.9,1.9,0.06904331,0.8546079,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,3,No.aspect Swale,no.aspect,3,1,none,No Cage,No Herbivory,37,0,0,0,0,no,0,0,,,,37,7.52,38.85,1.7475,0.02187346,0.6397984,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,3,No.aspect Swale,no.aspect,3,1,big,Caged,Severe,88,6,3,3,6.818181818,yes,89,29.66666667,50,54.66666667,28.33333333,171,5.855,23.5,1.3555,0.01921891,0.5112983,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,3,No.aspect Swale,no.aspect,3,1,small,Caged,Mild,208,14,7,7,6.730769231,yes,98,14,50,58.85714286,35.25,292,6.3,14,3.81,0.058379525,0.5739372,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,1,South Gentle,south,4,1,none,No Cage,No Herbivory,38,0,0,0,0,no,0,0,,,,38,6.2,29.55,2.43,0.05107025,0.41182745,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,1,South Gentle,south,4,1,big,Caged,No Herbivory,55,0,0,0,0,yes,0,0,,,,55,5.97,29.4,3.1305,0.034872385,0.2726921,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,1,South Gentle,south,4,1,small,Caged,No Herbivory,40,0,0,0,0,no,0,0,,,,40,5.665,48.7,2.7,0.02351763,0.59764135,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,2,South Gentle,south,4,1,none,No Cage,No Herbivory,100,0,0,0,0,yes,0,0,,,,100,6.05,31.9,3.335,0.071009595,0.9018188,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,2,South Gentle,south,4,1,big,Caged,No Herbivory,39,0,0,0,0,no,0,0,,,,39,6.05,35.55,4.71,0.084710795,1.0261715,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,2,South Gentle,south,4,1,small,Caged,No Herbivory,145,0,0,0,0,yes,0,0,,,,145,6.04,39.7,5.965,0.10647238,1.785604,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,3,South Gentle,south,4,1,none,No Cage,No Herbivory,40,0,0,0,0,no,0,0,,,,40,5.49,40,4.585,0.088741215,1.1707635,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,3,South Gentle,south,4,1,big,Caged,No Herbivory,37,0,0,0,0,no,0,0,,,,37,5.545,24.55,3.475,0.049255829,0.68140035,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,3,South Gentle,south,4,1,small,Caged,No Herbivory,285,0,0,0,0,yes,0,0,,,,285,5.28,30.8,2.4095,0.02624376,0.6555965,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,1,No.aspect Ridge,no.aspect,4,1,none,No Cage,No Herbivory,81,0,0,0,0,yes,0,0,,,,81,5.6,17,3.26,0.077025355,0.778946,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,1,No.aspect Ridge,no.aspect,4,1,big,Caged,No Herbivory,100,0,0,0,0,yes,0,0,,,,100,6.005,47.75,5.795,0.0808851,1.63661885,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,1,No.aspect Ridge,no.aspect,4,1,small,Caged,No Herbivory,128,5,5,0,3.90625,yes,0,0,0,,,123,6.2,30.65,3.104,0,0.69382165,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,2,No.aspect Ridge,no.aspect,4,1,none,No Cage,No Herbivory,36,0,0,0,0,no,0,0,,,,36,6.29,38.45,3.87,0,0.9661617,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,2,No.aspect Ridge,no.aspect,4,1,big,Caged,No Herbivory,40,0,0,0,0,no,0,0,,,,40,5.48,51.1,6.8,0.079254195,1.03387125,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,2,No.aspect Ridge,no.aspect,4,1,small,Caged,No Herbivory,34,0,0,0,0,yes,0,0,,,,34,6.625,40.05,0.575,0.033405905,0.4886722,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,3,No.aspect Ridge,no.aspect,4,1,none,No Cage,No Herbivory,34,0,0,0,0,no,0,0,,,,34,6.195,31.45,4.705,0.087311655,0.77844155,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,3,No.aspect Ridge,no.aspect,4,1,big,Caged,No Herbivory,37,0,0,0,0,no,0,0,,,,37,6.24,40.15,3.43,0,0.7859843,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
ridge,3,No.aspect Ridge,no.aspect,4,1,small,Caged,No Herbivory,38,0,0,0,0,no,0,0,,,,38,6.46,26.65,4.325,0.056994475,0.7098949,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,1,South Steep,south,4,1,none,No Cage,No Herbivory,34,0,0,0,0,no,0,0,,,,34,6.67,17.9,0.9735,0.029109955,0.29065965,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,1,South Steep,south,4,1,big,Caged,No Herbivory,33,0,0,0,0,yes,0,0,,,,33,6.61,6.35,1.9245,0.025188235,0.12230563,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,1,South Steep,south,4,1,small,Caged,No Herbivory,25,0,0,0,0,no,0,0,,,,25,6.345,11.7,2.396,0.026917945,0.26728505,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,2,South Steep,south,4,1,none,No Cage,No Herbivory,28,0,0,0,0,no,0,0,,,,28,6.745,13.5,1.356,0.019222375,0,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,2,South Steep,south,4,1,big,Caged,No Herbivory,38,0,0,0,0,no,0,0,,,,38,6.49,29.65,2.068,0.028855335,0.20495255,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,2,South Steep,south,4,1,small,Caged,No Herbivory,35,0,0,0,0,no,0,0,,,,35,6.64,18.25,1.107,0.047090505,0.31778755,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,3,South Steep,south,4,1,none,No Cage,No Herbivory,34,0,0,0,0,no,0,0,,,,34,6.02,34.5,1.589,0.01708491,0.29584435,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,3,South Steep,south,4,1,big,Caged,No Herbivory,83,0,0,0,0,yes,0,0,,,,83,5.74,31.4,1.818,0.03967767,0.6011692,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,3,South Steep,south,4,1,small,Caged,No Herbivory,33,0,0,0,0,no,0,0,,,,33,6.935,17.75,2.37,0.05470376,0.9791892,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,1,No.aspect Swale,no.aspect,4,1,none,No Cage,No Herbivory,39,0,0,0,0,no,0,0,,,,39,6.29,23.75,2.4342,0.02079592,1.0641207,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,1,No.aspect Swale,no.aspect,4,1,big,Caged,No Herbivory,32,0,0,0,0,no,0,0,,,,32,5.015,46.25,2.892,0,0.9144148,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,1,No.aspect Swale,no.aspect,4,1,small,Caged,No Herbivory,35,0,0,0,0,no,0,0,,,,35,5.72,33.45,4.50555,0.07135144,2.644816,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,2,No.aspect Swale,no.aspect,4,1,none,No Cage,No Herbivory,36,0,0,0,0,no,0,0,,,,36,5.835,26.9,1.02,0.025871695,0.47099525,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,2,No.aspect Swale,no.aspect,4,1,big,Caged,No Herbivory,33,0,0,0,0,yes,0,0,,,,33,6.465,23.7,1.915,0.04445328,0.3876331,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,2,No.aspect Swale,no.aspect,4,1,small,Caged,No Herbivory,34,0,0,0,0,no,0,0,,,,34,6.075,39.9,1.9,0.06904331,0.8546079,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,3,No.aspect Swale,no.aspect,4,1,none,No Cage,No Herbivory,37,0,0,0,0,no,0,0,,,,37,7.52,38.85,1.7475,0.02187346,0.6397984,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,3,No.aspect Swale,no.aspect,4,1,big,Caged,Severe,82,3,2,1,3.658536585,yes,3,3,33.33333333,105,15,82,5.855,23.5,1.3555,0.01921891,0.5112983,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,3,No.aspect Swale,no.aspect,4,1,small,Caged,Mild,194,22,20,2,11.34020619,yes,30,10,9.090909091,126.5,6.5,202,6.3,14,3.81,0.058379525,0.5739372,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,4,South Gentle,south,2,2,none,No Cage,No Herbivory,40,9,1,0,22.5,no,0,0,0,,,31,5.94,39.65,1.905,0.080843045,1.1533976,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,4,South Gentle,south,2,2,big,Caged,Mild,40,13,13,0,32.5,no,0,0,0,,,27,5.88,19.75,2.295,0.079195345,1.0552516,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,4,South Gentle,south,2,2,small,Caged,No Herbivory,40,10,10,0,25,no,0,0,0,,,30,5.465,33.75,2.375,0.0195615,0.5656115,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,5,South Gentle,south,2,2,none,No Cage,Mild,40,5,5,0,12.5,no,0,0,0,,,35,5.38,25.55,2.855,0,0.5956499,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,5,South Gentle,south,2,2,big,Caged,Mild,40,8,8,0,20,no,0,0,0,,,32,5.555,23.95,1.2,0.02659348,0.5780991,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,5,South Gentle,south,2,2,small,Caged,Mild,40,4,2,2,10,no,11,5.5,50,101,14,47,6.01,21.3,3.43,0.048114535,0.42993585,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,6,South Gentle,south,2,2,none,No Cage,Mild,40,5,4,1,12.5,no,36,36,20,70,43,71,5.955,57.95,2.84,0.051315255,0.4244537,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,6,South Gentle,south,2,2,big,Caged,Mild,40,5,5,0,12.5,no,0,0,0,,,35,6.03,16.55,1.93,0.044332955,0.4225639,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
gentle,6,South Gentle,south,2,2,small,Caged,Severe,40,7,7,0,17.5,no,0,0,0,,,33,5.475,30.7,1.5555,0.029418635,0.53300175,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,4,South Steep,south,2,2,none,No Cage,Severe,40,12,12,0,30,no,0,0,0,,,28,6.8,34.85,2.345,0.016962155,1.06648055,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,4,South Steep,south,2,2,big,Caged,No Herbivory,40,15,15,0,37.5,no,0,0,0,,,25,5.99,32.8,2.95,0.039004985,0.5322551,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,4,South Steep,south,2,2,small,Caged,Severe,40,13,13,0,32.5,no,0,0,0,,,27,6.335,66.35,3.31,0.052005475,0.3698053,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,5,South Steep,south,2,2,none,No Cage,No Herbivory,40,0,0,0,0,no,0,0,,,,40,6.395,18.5,2.05,0.05563932,0.3601587,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,5,South Steep,south,2,2,big,Caged,Mild,40,8,8,0,20,no,0,0,0,,,32,6.45,34.05,2.84,0.05428337,0.62390005,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,5,South Steep,south,2,2,small,Caged,Severe,40,18,17,1,45,no,14,14,5.555555556,82,14,36,5.505,56.05,5.545,0,0.8642285,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,6,South Steep,south,2,2,none,No Cage,Severe,40,15,15,0,37.5,no,0,0,0,,,25,7.05,16.25,2.58,0.03024732,0.13758615,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,6,South Steep,south,2,2,big,Caged,No Herbivory,40,4,4,0,10,no,0,0,0,,,36,6.295,26.9,3.415,0.04098806,0.29874805,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,6,South Steep,south,2,2,small,Caged,Mild,40,11,11,0,27.5,no,0,0,0,,,29,6.905,16.8,3.605,0.033586855,0.122796,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,1,North Steep,north,2,2,none,No Cage,Severe,40,7,6,1,17.5,no,2,2,14.28571429,139,0,35,6.29,15.95,2.665,0.03640489,0.2277488,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,1,North Steep,north,2,2,big,Caged,Severe,40,9,8,1,22.5,no,23,23,11.11111111,113,14,54,6.145,21.75,5.545,0.044625775,0.7734109,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,1,North Steep,north,2,2,small,Caged,Mild,40,8,6,2,20,no,139,69.5,25,85.5,48.5,171,5.51,29.55,7.945,0.031090675,0.57696615,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,2,North Steep,north,2,2,none,No Cage,Severe,40,3,3,0,7.5,no,0,0,0,,,37,5.515,42.7,8.39,0,1.417365,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
steep,2,North Steep,north,2,2,big,Caged,Mild,40,13,7,6,32.5,no,148,24.66666667,46.15384615,89.33333333,12.28,175,5.385,37.85,7.11,0,0.7806928,56.34,63.918,18.277,68.255,24.874,21.068,252.732,3056,98.6,2944,95,4596,158.4,5389,173.8,7281,242,7085,228.5,30351
