id,Slope,rep,Topo,Aspect,Scarification,cage,Eaten,Herbivory,Severity,seedpods,ph,ec,som,nitrogen,carbon,germ,death,flowerday,seedday,age,day.to.flower,day.to.seed,year,Caged,previous,daysseeding,decrain,janrain,febrain,marchrain,aprilrain,mayrain,totalrain,decsolar,avgdecsolar,jansolar,avgjansolar,febsolar,avgfebsolar,marchsolar,avgmarchsolar,aprilsolar,avgaprilsolar,maysolar,avgmaysolar,totalsolar,avgleafherb,totalleafherb,seedherb,totalseedherb,totalherb
2,swale,3,No.aspect Swale,no aspect,unscarified,big,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,4/15/2018,NA,NA,85,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
3,swale,3,No.aspect Swale,no aspect,scarified,big,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
4,swale,3,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
5,swale,3,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,5/20/2018,5/5/2018,NA,120,105,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
6,swale,3,No.aspect Swale,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
7,swale,3,No.aspect Swale,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
8,swale,3,No.aspect Swale,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,3/4/2018,NA,NA,43,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
9,swale,3,No.aspect Swale,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,3/4/2018,NA,NA,43,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
10,swale,3,No.aspect Swale,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
11,swale,3,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
12,swale,3,No.aspect Swale,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,4/15/2018,NA,NA,85,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
13,swale,3,No.aspect Swale,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
14,swale,3,No.aspect Swale,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
15,swale,3,No.aspect Swale,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
16,swale,3,No.aspect Swale,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
17,swale,3,No.aspect Swale,no aspect,unscarified,small,yes,1,mild,22,NA,NA,NA,NA,NA,1/20/2018,6/2/2018,5/5/2018,5/20/2018,133,105,120,2018,yes,yes,13,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
18,swale,3,No.aspect Swale,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
19,swale,3,No.aspect Swale,no aspect,unscarified,small,no,0,none,4,NA,NA,NA,NA,NA,1/20/2018,6/2/2018,5/20/2018,6/2/2018,133,120,133,2018,yes,yes,0,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
20,swale,3,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
21,swale,3,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
22,swale,3,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
23,swale,3,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
24,swale,3,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
25,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,5/5/2018,NA,NA,105,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
26,swale,5,No.aspect Swale,no aspect,scarified,small,yes,2,severe,1,NA,NA,NA,NA,NA,1/20/2018,5/5/2018,NA,5/5/2018,105,NA,105,2018,yes,yes,0,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
27,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,5/5/2018,NA,NA,105,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
28,swale,5,No.aspect Swale,no aspect,scarified,small,yes,1,mild,28,NA,NA,NA,NA,NA,1/20/2018,6/16/2018,5/5/2018,5/20/2018,147,105,120,2018,yes,yes,27,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
29,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,4/15/2018,NA,NA,85,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
30,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,4/15/2018,NA,NA,85,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
31,swale,5,No.aspect Swale,no aspect,scarified,small,yes,1,mild,212,NA,NA,NA,NA,NA,1/20/2018,6/16/2018,4/15/2018,5/5/2018,147,85,105,2018,yes,yes,42,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
32,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,4/15/2018,NA,NA,85,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
33,swale,5,No.aspect Swale,no aspect,scarified,small,yes,1,mild,128,NA,NA,NA,NA,NA,1/20/2018,6/16/2018,5/20/2018,5/20/2018,147,120,120,2018,yes,yes,27,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
34,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,4/15/2018,NA,NA,85,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
35,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,4/15/2018,NA,NA,85,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
36,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,4/15/2018,NA,NA,85,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
37,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,4,NA,NA,NA,NA,NA,1/20/2018,5/19/2018,5/5/2018,5/5/2018,119,105,105,2018,yes,yes,14,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
38,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,4/15/2018,NA,NA,85,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
39,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,3/4/2018,NA,NA,43,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
40,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,3/4/2018,NA,NA,43,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
41,swale,5,No.aspect Swale,no aspect,scarified,small,yes,3,severe,0,NA,NA,NA,NA,NA,1/20/2018,5/20/2018,NA,NA,120,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
42,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
43,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,3/4/2018,NA,NA,43,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
44,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
45,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,6/2/2018,NA,NA,133,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
46,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,5/5/2018,NA,NA,105,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
47,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
48,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,5/5/2018,NA,NA,105,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
49,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,4/15/2018,NA,NA,85,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
50,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,4/15/2018,NA,NA,85,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
51,swale,5,No.aspect Swale,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
52,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,4/15/2018,NA,NA,85,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
53,swale,5,No.aspect Swale,no aspect,scarified,small,yes,0,none,0,NA,NA,NA,NA,NA,1/20/2018,4/15/2018,NA,NA,85,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
54,swale,5,No.aspect Swale,no aspect,unscarified,small,yes,3,severe,0,NA,NA,NA,NA,NA,1/20/2018,5/20/2018,NA,NA,120,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
55,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,5/20/2018,NA,NA,120,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
56,steep,4,No.aspect Swale,South,unscarified,big,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
57,steep,4,No.aspect Swale,south,unscarified,Big,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
58,steep,1,North Steep,north,unscarified,none,no,0,severe,0,NA,NA,NA,NA,NA,1/20/2018,2/3/2018,NA,NA,14,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
59,ridge,1,No.aspect Ridge,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
60,ridge,1,No.aspect Ridge,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
61,ridge,1,No.aspect Ridge,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
62,ridge,1,No.aspect Ridge,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,1/20/2018,2/18/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
63,swale,5,No.aspect Swale,no aspect,scarified,small,yes,2,severe,0,NA,NA,NA,NA,NA,2/3/2018,5/20/2018,NA,NA,106,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
64,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,2/3/2018,5/5/2018,NA,NA,91,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
65,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,2/3/2018,5/5/2018,NA,NA,91,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
66,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,2/3/2018,3/4/2018,NA,NA,29,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
67,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,2/3/2018,5/5/2018,NA,NA,91,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
68,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,2/3/2018,4/15/2018,NA,NA,71,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
69,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,2/18/2018,3/4/2018,NA,NA,14,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
70,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,3/4/2018,4/15/2018,NA,NA,42,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
71,swale,5,No.aspect Swale,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,3/4/2018,4/15/2018,NA,NA,42,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
72,Swale,5,No.aspect Swale,no aspect,scarified,Small,no,0,none,0,NA,NA,NA,NA,NA,3/4/2018,5/20/2018,NA,NA,77,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
73,Swale,5,No.aspect Swale,no aspect,scarified,Small,no,0,none,0,NA,NA,NA,NA,NA,3/4/2018,5/5/2018,NA,NA,62,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
